City,State,Year,Median_Income
Alameda city,California,2017,89979
Lynwood city,California,2017,48812
Los Angeles city,California,2017,60197
Costa Mesa city,California,2017,78904
Orange city,California,2017,91092
El Monte city,California,2017,51730
Ontario city,California,2017,60086
Hemet city,California,2017,39801
Perris city,California,2017,62340
Davie town,Florida,2017,63243
Coral Springs city,Florida,2017,72557
Warner Robins city,Georgia,2017,51435
Waukegan city,Illinois,2017,48029
Kenner city,Louisiana,2017,57009
Glen Burnie CDP,Maryland,2017,62593
Minneapolis city,Minnesota,2017,60789
Woodbury city,Minnesota,2017,101069
Cincinnati city,Ohio,2017,38938
Edmond city,Oklahoma,2017,69570
Norman city,Oklahoma,2017,54065
Eugene city,Oregon,2017,50592
Rock Hill city,South Carolina,2017,52663
North Charleston city,South Carolina,2017,39265
Memphis city,Tennessee,2017,39333
Jackson city,Tennessee,2017,41956
Murfreesboro city,Tennessee,2017,64953
Clarksville city,Tennessee,2017,55021
Chattanooga city,Tennessee,2017,41859
Johnson City city,Tennessee,2017,35700
Atascocita CDP,Texas,2017,99789
Austin city,Texas,2017,67755
Amarillo city,Texas,2017,51263
Kennewick city,Washington,2017,51061
Pasco city,Washington,2017,59200
Racine city,Wisconsin,2017,43169
Avondale city,Arizona,2017,55468
Tempe city,Arizona,2017,51986
Surprise city,Arizona,2017,65898
Goodyear city,Arizona,2017,87481
Fort Smith city,Arkansas,2017,38294
Fresno city,California,2017,48600
Oceanside city,California,2017,71609
Norwalk city,California,2017,74730
Carson city,California,2017,66784
Compton city,California,2017,50637
Westminster city,California,2017,57938
Arden-Arcade CDP,California,2017,48812
Citrus Heights city,California,2017,58774
Pleasanton city,California,2017,152123
Oakland city,California,2017,70577
Burbank city,California,2017,71558
East Los Angeles CDP,California,2017,43231
San Marcos city,California,2017,76272
Delray Beach city,Florida,2017,63357
Riverview CDP,Florida,2017,73948
Boynton Beach city,Florida,2017,51372
The Villages CDP,Florida,2017,59863
Alpharetta city,Georgia,2017,108188
Roswell city,Georgia,2017,82743
Elgin city,Illinois,2017,67646
Bloomington city,Illinois,2017,67471
Aurora city,Illinois,2017,70367
Lexington-Fayette urban county,Kentucky,2017,56137
Louisville/Jefferson County metro government (balance),Kentucky,2017,51960
Waldorf CDP,Maryland,2017,92029
New Bedford city,Massachusetts,2017,45784
Lynn city,Massachusetts,2017,48900
Worcester city,Massachusetts,2017,41561
Lawrence city,Massachusetts,2017,41499
Kalamazoo city,Michigan,2017,42271
Mansfield city,Texas,2017,88736
New Braunfels city,Texas,2017,58814
Carrollton city,Texas,2017,77998
Layton city,Utah,2017,76371
West Jordan city,Utah,2017,74400
Spokane city,Washington,2017,46543
Everett city,Washington,2017,61248
Yakima city,Washington,2017,41121
Little Rock city,Arkansas,2017,57534
Santa Cruz city,California,2017,71442
Santa Monica city,California,2017,90088
Hialeah city,Florida,2017,34512
Homestead city,Florida,2017,47426
Miami city,Florida,2017,40327
St. Petersburg city,Florida,2017,55134
Pine Hills CDP,Florida,2017,37194
Fort Lauderdale city,Florida,2017,56309
Arlington Heights village,Illinois,2017,101634
Des Moines city,Iowa,2017,51355
Cedar Rapids city,Iowa,2017,56096
Frederick city,Maryland,2017,73457
Brockton city,Massachusetts,2017,58357
Framingham CDP,Massachusetts,2017,84050
Springfield city,Massachusetts,2017,36234
Quincy city,Massachusetts,2017,77765
Cambridge city,Massachusetts,2017,97316
Lansing city,Michigan,2017,39957
Las Cruces city,New Mexico,2017,36364
Rio Rancho city,New Mexico,2017,57349
Akron city,Ohio,2017,36816
Toledo city,Ohio,2017,37339
Allentown city,Pennsylvania,2017,39687
Greenville city,South Carolina,2017,52900
Nashville-Davidson metropolitan government (balance),Tennessee,2017,57737
Dallas city,Texas,2017,50627
Round Rock city,Texas,2017,79444
Pharr city,Texas,2017,41286
McAllen city,Texas,2017,44108
El Paso city,Texas,2017,44754
Houston city,Texas,2017,50896
Sandy city,Utah,2017,88481
Salt Lake City city,Utah,2017,58688
North Little Rock city,Arkansas,2017,40579
South Gate city,California,2017,50355
West Covina city,California,2017,81170
Garden Grove city,California,2017,66842
Laguna Niguel city,California,2017,102386
Yorba Linda city,California,2017,132952
Santa Maria city,California,2017,60320
Santa Barbara city,California,2017,79740
South San Francisco city,California,2017,94459
Oxnard city,California,2017,68994
Albany city,Georgia,2017,33434
Savannah city,Georgia,2017,42869
Schaumburg village,Illinois,2017,80227
Decatur city,Illinois,2017,43225
Palatine village,Illinois,2017,71794
Ellicott City CDP,Maryland,2017,123380
Silver Spring CDP,Maryland,2017,84393
Germantown CDP,Maryland,2017,96701
Bethesda CDP,Maryland,2017,166380
Newton city,Massachusetts,2017,144403
Westland city,Michigan,2017,47943
Buffalo city,New York,2017,34814
New Rochelle city,New York,2017,84516
Fayetteville city,North Carolina,2017,42629
Oklahoma City city,Oklahoma,2017,52062
Mount Pleasant town,South Carolina,2017,91259
Tyler city,Texas,2017,51956
Cedar Park city,Texas,2017,99461
College Station city,Texas,2017,44124
Mission city,Texas,2017,45285
Ogden city,Utah,2017,44965
South Jordan city,Utah,2017,103534
West Valley City city,Utah,2017,65143
Seattle city,Washington,2017,86822
Oshkosh city,Wisconsin,2017,49972
Kenosha city,Wisconsin,2017,52848
Jonesboro city,Arkansas,2017,49563
Westminster city,Colorado,2017,64214
Aurora city,Colorado,2017,63055
Spring Hill CDP,Florida,2017,46710
Fort Myers city,Florida,2017,45511
The Hammocks CDP,Florida,2017,68076
Town 'n' Country CDP,Florida,2017,52339
Boca Raton city,Florida,2017,80815
Lakeland city,Florida,2017,46466
Indianapolis city (balance),Indiana,2017,47225
South Bend city,Indiana,2017,42007
Lowell city,Massachusetts,2017,50391
Fall River city,Massachusetts,2017,43235
Boston city,Massachusetts,2017,66758
Somerville city,Massachusetts,2017,89478
Rochester Hills city,Michigan,2017,93573
Rochester city,Minnesota,2017,75464
Duluth city,Minnesota,2017,49078
Santa Fe city,New Mexico,2017,57022
High Point city,North Carolina,2017,49860
Charleston city,South Carolina,2017,63364
Killeen city,Texas,2017,45404
Abilene city,Texas,2017,49365
Bellingham city,Washington,2017,53369
Auburn city,Washington,2017,69243
Marysville city,Washington,2017,80981
Anchorage municipality,Alaska,2017,79166
Highlands Ranch CDP,Colorado,2017,115195
Broomfield city,Colorado,2017,90939
Orlando city,Florida,2017,47594
Tampa city,Florida,2017,50489
Bloomington city,Indiana,2017,38897
Davenport city,Iowa,2017,50081
Ames city,Iowa,2017,51860
Broken Arrow city,Oklahoma,2017,68811
Pittsburgh city,Pennsylvania,2017,45851
Columbia city,South Carolina,2017,42646
Frisco city,Texas,2017,122302
Victoria city,Texas,2017,49525
Mesquite city,Texas,2017,54775
Grand Prairie city,Texas,2017,67099
Lewisville city,Texas,2017,65578
Rogers city,Arkansas,2017,60527
Fayetteville city,Arkansas,2017,42365
Springdale city,Arkansas,2017,51152
Hesperia city,California,2017,55418
Chino Hills city,California,2017,99763
Fontana city,California,2017,67067
Rancho Cucamonga city,California,2017,90034
Upland city,California,2017,70760
Longmont city,Colorado,2017,73832
Colorado Springs city,Colorado,2017,59514
Pueblo city,Colorado,2017,36124
Greeley city,Colorado,2017,53379
Thornton city,Colorado,2017,77092
Deltona city,Florida,2017,53171
Lehigh Acres CDP,Florida,2017,47242
Daytona Beach city,Florida,2017,33228
Atlanta city,Georgia,2017,57597
Columbus city,Georgia,2017,42107
Cicero town,Illinois,2017,51186
Bismarck city,North Dakota,2017,62755
Lorain city,Ohio,2017,32379
Wichita Falls city,Texas,2017,42959
Plano city,Texas,2017,94306
The Woodlands CDP,Texas,2017,117180
Brownsville city,Texas,2017,36176
League City city,Texas,2017,98593
Arlington CDP,Virginia,2017,117237
Newport News city,Virginia,2017,49716
Lynchburg city,Virginia,2017,45239
Virginia Beach city,Virginia,2017,72586
Vancouver city,Washington,2017,61079
Kent city,Washington,2017,67497
Renton city,Washington,2017,78703
Federal Way city,Washington,2017,61804
Bellevue city,Washington,2017,121168
Eau Claire city,Wisconsin,2017,52355
Guaynabo zona urbana,Puerto Rico,2017,32845
Ponce zona urbana,Puerto Rico,2017,16203
Carolina zona urbana,Puerto Rico,2017,30555
San Juan zona urbana,Puerto Rico,2017,21533
Antioch city,California,2017,70696
Stockton city,California,2017,51336
Long Beach city,California,2017,60557
Pasadena city,California,2017,76972
Pomona city,California,2017,58837
Napa city,California,2017,82361
Escondido city,California,2017,62210
Denver city,Colorado,2017,65224
Arvada city,Colorado,2017,81787
Centennial city,Colorado,2017,106012
Sandy Springs city,Georgia,2017,74223
Athens-Clarke County unified government (balance),Georgia,2017,39714
Augusta-Richmond County consolidated government (balance),Georgia,2017,37073
Johns Creek city,Georgia,2017,110482
Macon-Bibb County,Georgia,2017,37477
Lawton city,Oklahoma,2017,47591
Lubbock city,Texas,2017,45764
Allen city,Texas,2017,106475
Conroe city,Texas,2017,60931
Baytown city,Texas,2017,56042
Pasadena city,Texas,2017,50210
Pearland city,Texas,2017,105806
Kirkland city,Washington,2017,106722
Madison city,Wisconsin,2017,65072
Conway city,Arkansas,2017,43182
Lancaster city,California,2017,52878
San Mateo city,California,2017,108058
Bakersfield city,California,2017,57105
Corona city,California,2017,83345
West Palm Beach city,Florida,2017,51871
Sunrise city,Florida,2017,61887
Peoria city,Illinois,2017,48146
Carmel city,Indiana,2017,109858
Brentwood CDP,New York,2017,85762
Cleveland city,Ohio,2017,28974
Dayton city,Ohio,2017,30643
Columbus city,Ohio,2017,51708
Reading city,Pennsylvania,2017,31160
Rapid City city,South Dakota,2017,49602
San Antonio city,Texas,2017,50044
Garland city,Texas,2017,57483
Richardson city,Texas,2017,72635
Harlingen city,Texas,2017,38230
Sugar Land city,Texas,2017,110798
Centreville CDP,Virginia,2017,106972
Alexandria city,Virginia,2017,100530
Hampton city,Virginia,2017,54062
Spokane Valley city,Washington,2017,49888
Appleton city,Wisconsin,2017,58374
Roseville city,California,2017,80426
Chino city,California,2017,72396
San Bernardino city,California,2017,46510
Apple Valley town,California,2017,55951
San Buenaventura (Ventura) city,California,2017,72100
Boulder city,Colorado,2017,66524
Port St. Lucie city,Florida,2017,57045
Deerfield Beach city,Florida,2017,46238
Tallahassee city,Florida,2017,45153
Boise City city,Idaho,2017,55943
Meridian city,Idaho,2017,64273
Rockford city,Illinois,2017,44765
Fort Wayne city,Indiana,2017,46599
Hammond city,Indiana,2017,45999
Syracuse city,New York,2017,35568
Schenectady city,New York,2017,42565
Jacksonville city,North Carolina,2017,43839
Charlotte city,North Carolina,2017,61350
Winston-Salem city,North Carolina,2017,44146
Fargo city,North Dakota,2017,59542
Tulsa city,Oklahoma,2017,45894
Scranton city,Pennsylvania,2017,35904
Corpus Christi city,Texas,2017,53605
Beaumont city,Texas,2017,48043
Waco city,Texas,2017,39063
Georgetown city,Texas,2017,71829
Irving city,Texas,2017,62837
Missouri City city,Texas,2017,76572
Milwaukee city,Wisconsin,2017,39098
Bayamón zona urbana,Puerto Rico,2017,26031
Caguas zona urbana,Puerto Rico,2017,21873
Peoria city,Arizona,2017,72142
Castro Valley CDP,California,2017,108527
Clovis city,California,2017,78146
Chico city,California,2017,50544
Carlsbad city,California,2017,101646
Chula Vista city,California,2017,77273
Vacaville city,California,2017,80425
Lakewood city,Colorado,2017,67255
Fort Collins city,Colorado,2017,60731
Loveland city,Colorado,2017,60933
Melbourne city,Florida,2017,43979
Kissimmee city,Florida,2017,39871
Cape Coral city,Florida,2017,54358
Palm Coast city,Florida,2017,49578
Palm Bay city,Florida,2017,46301
Nampa city,Idaho,2017,42302
Iowa City city,Iowa,2017,50320
Yonkers city,New York,2017,59846
Canton city,Ohio,2017,30046
Erie city,Pennsylvania,2017,37721
Green Bay city,Wisconsin,2017,47794
Chandler city,Arizona,2017,76860
Glendale city,Arizona,2017,53753
Mesa city,Arizona,2017,55014
Flagstaff city,Arizona,2017,56059
Phoenix city,Arizona,2017,56696
Gilbert town,Arizona,2017,84699
Tucson city,Arizona,2017,41613
Vallejo city,California,2017,65493
Milpitas city,California,2017,127984
Buena Park city,California,2017,65139
San Leandro city,California,2017,64923
Alhambra city,California,2017,61724
Modesto city,California,2017,56493
Turlock city,California,2017,59836
Indio city,California,2017,45278
Murrieta city,California,2017,82249
Torrance city,California,2017,88860
Bridgeport city,Connecticut,2017,45048
Danbury city,Connecticut,2017,65596
New Haven city,Connecticut,2017,44445
Stamford city,Connecticut,2017,87316
Brandon CDP,Florida,2017,54909
Poinciana CDP,Florida,2017,45889
Pembroke Pines city,Florida,2017,72056
Pompano Beach city,Florida,2017,49419
Gainesville city,Florida,2017,34226
Largo city,Florida,2017,43363
North Port city,Florida,2017,53662
Evanston city,Illinois,2017,77821
Skokie village,Illinois,2017,65792
Fishers city,Indiana,2017,113560
Evansville city,Indiana,2017,36690
Albany city,New York,2017,49307
New York city,New York,2017,60879
Wilmington city,North Carolina,2017,46079
Parma city,Ohio,2017,54588
Bethlehem city,Pennsylvania,2017,53504
Sioux Falls city,South Dakota,2017,61915
Paterson city,New Jersey,2017,41367
Elizabeth city,New Jersey,2017,46754
East Orange city,New Jersey,2017,52165
Newark city,New Jersey,2017,35167
Jackson city,Mississippi,2017,39004
Gulfport city,Mississippi,2017,35758
Henderson city,Nevada,2017,69667
Las Vegas city,Nevada,2017,56699
Missoula city,Montana,2017,44241
Sparks city,Nevada,2017,58961
Paradise CDP,Nevada,2017,45777
Sunrise Manor CDP,Nevada,2017,44412
Reno city,Nevada,2017,57125
North Las Vegas city,Nevada,2017,56059
Enterprise CDP,Nevada,2017,79089
Toms River CDP,New Jersey,2017,79654
Bayonne city,New Jersey,2017,60529
Jersey City city,New Jersey,2017,66264
Camden city,New Jersey,2017,24540
Springfield city,Missouri,2017,36421
O'Fallon city,Missouri,2017,85831
St. Charles city,Missouri,2017,63574
St. Louis city,Missouri,2017,41441
St. Joseph city,Missouri,2017,43585
Columbia city,Missouri,2017,47043
Spring Valley CDP,Nevada,2017,56063
Kansas City city,Missouri,2017,51330
Lee's Summit city,Missouri,2017,86695
Independence city,Missouri,2017,49855
Omaha city,Nebraska,2017,56406
Lincoln city,Nebraska,2017,56160
Manchester city,New Hampshire,2017,56819
Union City city,New Jersey,2017,40468
Clifton city,New Jersey,2017,70387
Passaic city,New Jersey,2017,36723
Billings city,Montana,2017,57527
Nashua city,New Hampshire,2017,70261
Trenton city,New Jersey,2017,31882
Nashua city,New Hampshire,2018,75838
Clifton city,New Jersey,2018,77397
Union City city,New Jersey,2018,51319
Paterson city,New Jersey,2018,49367
Elizabeth city,New Jersey,2018,49411
Camden city,New Jersey,2018,25928
Trenton city,New Jersey,2018,35745
Spring Valley CDP,Nevada,2018,57398
East Orange city,New Jersey,2018,47512
Billings city,Montana,2018,57692
Passaic city,New Jersey,2018,52156
Newark city,New Jersey,2018,37642
Bayonne city,New Jersey,2018,65951
Jersey City city,New Jersey,2018,72561
Henderson city,Nevada,2018,72884
Toms River CDP,New Jersey,2018,78700
Philadelphia city,Pennsylvania,2018,46116
Cranston city,Rhode Island,2018,64680
Memphis city,Tennessee,2018,37199
Jackson city,Tennessee,2018,38973
Knoxville city,Tennessee,2018,40459
Albuquerque city,New Mexico,2018,51099
Rio Rancho city,New Mexico,2018,58257
Lincoln city,Nebraska,2018,55388
Mount Vernon city,New York,2018,65244
O'Fallon city,Missouri,2018,90542
Yonkers city,New York,2018,60436
Raleigh city,North Carolina,2018,65695
Concord city,North Carolina,2018,69929
Gastonia city,North Carolina,2018,48383
Asheville city,North Carolina,2018,51040
Durham city,North Carolina,2018,54840
Kansas City city,Missouri,2018,54372
Bismarck city,North Dakota,2018,65567
Cleveland city,Ohio,2018,29953
Youngstown city,Ohio,2018,30019
Missoula city,Montana,2018,53375
Cincinnati city,Ohio,2018,43585
Oklahoma City city,Oklahoma,2018,53973
Broken Arrow city,Oklahoma,2018,70476
Dale City CDP,Virginia,2018,99554
South Jordan city,Utah,2018,101374
Kirkland city,Washington,2018,119844
Tacoma city,Washington,2018,63035
Brownsville city,Texas,2018,36976
Flower Mound town,Texas,2018,137302
North Richland Hills city,Texas,2018,69937
Norfolk city,Virginia,2018,49587
Hampton city,Virginia,2018,55466
Arlington CDP,Virginia,2018,122394
Newport News city,Virginia,2018,50180
Lynchburg city,Virginia,2018,42389
Renton city,Washington,2018,78023
Federal Way city,Washington,2018,66653
Georgetown city,Texas,2018,71113
Odessa city,Texas,2018,66003
Bellevue city,Washington,2018,113698
Lee's Summit city,Missouri,2018,85183
St. Charles city,Missouri,2018,63634
North Las Vegas city,Nevada,2018,55470
Enterprise CDP,Nevada,2018,81778
Kennewick city,Washington,2018,55135
Redmond city,Washington,2018,134844
Pasco city,Washington,2018,56836
Atascocita CDP,Texas,2018,102594
Richmond city,Virginia,2018,48987
Spokane city,Washington,2018,54085
Spokane Valley city,Washington,2018,55445
Longview city,Texas,2018,50938
Beaumont city,Texas,2018,42249
Waco city,Texas,2018,39714
Plano city,Texas,2018,93012
Lubbock city,Texas,2018,48042
Allen city,Texas,2018,101696
Centreville CDP,Virginia,2018,115701
Alexandria city,Virginia,2018,101215
Arlington city,Texas,2018,63091
McKinney city,Texas,2018,90725
Edinburg city,Texas,2018,45686
El Paso city,Texas,2018,45031
Suffolk city,Virginia,2018,71829
San Angelo city,Texas,2018,51745
Austin city,Texas,2018,71543
Columbia city,Missouri,2018,51163
Rowlett city,Texas,2018,101168
Irving city,Texas,2018,67237
Missouri City city,Texas,2018,91099
Abilene city,Texas,2018,46383
Houston city,Texas,2018,51203
Sugar Land city,Texas,2018,110495
Amarillo city,Texas,2018,50234
Mesquite city,Texas,2018,56936
Grand Prairie city,Texas,2018,63289
Lewisville city,Texas,2018,68750
Round Rock city,Texas,2018,83302
League City city,Texas,2018,97980
Virginia Beach city,Virginia,2018,77059
Springfield city,Missouri,2018,33879
St. Louis city,Missouri,2018,43889
Roanoke city,Virginia,2018,42711
Chesapeake city,Virginia,2018,80265
The Woodlands CDP,Texas,2018,132576
New Braunfels city,Texas,2018,73023
Carrollton city,Texas,2018,73200
Dallas city,Texas,2018,52210
Portsmouth city,Virginia,2018,47919
Layton city,Utah,2018,78431
West Jordan city,Utah,2018,84376
Waukesha city,Wisconsin,2018,59174
West Valley City city,Utah,2018,64335
Vancouver city,Washington,2018,60988
Kent city,Washington,2018,70278
Conroe city,Texas,2018,53943
Salt Lake City city,Utah,2018,61625
Corpus Christi city,Texas,2018,56602
Baytown city,Texas,2018,55032
Pasadena city,Texas,2018,58624
Pearland city,Texas,2018,90223
Killeen city,Texas,2018,51219
Tyler city,Texas,2018,53962
Cedar Park city,Texas,2018,103632
College Station city,Texas,2018,50397
Mission city,Texas,2018,39851
Everett city,Washington,2018,62946
Bellingham city,Washington,2018,52361
Sammamish city,Washington,2018,183038
Appleton city,Wisconsin,2018,60021
San Antonio city,Texas,2018,49024
Garland city,Texas,2018,60374
Richardson city,Texas,2018,87500
Harlingen city,Texas,2018,40859
Auburn city,Washington,2018,67342
Marysville city,Washington,2018,74180
Yakima city,Washington,2018,48942
Frisco city,Texas,2018,131989
Wichita Falls city,Texas,2018,47195
Seattle city,Washington,2018,93481
Pharr city,Texas,2018,37056
McAllen city,Texas,2018,45495
Bryan city,Texas,2018,47452
Sandy city,Utah,2018,92703
Ogden city,Utah,2018,51369
Temple city,Texas,2018,54028
Victoria city,Texas,2018,47923
Denton city,Texas,2018,64089
Midland city,Texas,2018,81919
Lehi city,Utah,2018,94168
Orem city,Utah,2018,64394
Provo city,Utah,2018,48575
St. George city,Utah,2018,53120
Laredo city,Texas,2018,47478
Fort Worth city,Texas,2018,58448
Mansfield city,Texas,2018,101491
Rapid City city,South Dakota,2018,50233
Salem city,Oregon,2018,52152
Medford city,Oregon,2018,51450
Beaverton city,Oregon,2018,72015
Bend city,Oregon,2018,62664
Santa Fe city,New Mexico,2018,60006
St. Joseph city,Missouri,2018,51347
Independence city,Missouri,2018,55323
Omaha city,Nebraska,2018,59266
Eugene city,Oregon,2018,52521
Sioux Falls city,South Dakota,2018,56670
Reading city,Pennsylvania,2018,32466
Albany city,New York,2018,44066
New York city,New York,2018,63799
Rochester city,New York,2018,35403
Las Vegas city,Nevada,2018,53575
Sparks city,Nevada,2018,68215
Paradise CDP,Nevada,2018,45744
Sunrise Manor CDP,Nevada,2018,41342
Reno city,Nevada,2018,56087
Portland city,Oregon,2018,73097
Hillsboro city,Oregon,2018,77877
Gresham city,Oregon,2018,55356
Syracuse city,New York,2018,37199
Schenectady city,New York,2018,45797
Brentwood CDP,New York,2018,74240
Buffalo city,New York,2018,37359
New Rochelle city,New York,2018,86606
High Point city,North Carolina,2018,45081
Greensboro city,North Carolina,2018,45787
Jacksonville city,North Carolina,2018,45978
Charlotte city,North Carolina,2018,60764
Winston-Salem city,North Carolina,2018,44597
Fargo city,North Dakota,2018,51839
Toledo city,Ohio,2018,35866
Dayton city,Ohio,2018,33960
Columbus city,Ohio,2018,52971
Manchester city,New Hampshire,2018,60232
Las Cruces city,New Mexico,2018,35617
Cheektowaga CDP,New York,2018,53851
Greenville city,North Carolina,2018,39234
Fayetteville city,North Carolina,2018,45419
Cary town,North Carolina,2018,102172
Wilmington city,North Carolina,2018,46488
Akron city,Ohio,2018,41164
Parma city,Ohio,2018,59372
Lorain city,Ohio,2018,35544
Canton city,Ohio,2018,31465
Norman city,Oklahoma,2018,56827
Casas Adobes CDP,Arizona,2018,62927
Montgomery city,Alabama,2018,49070
Palmdale city,California,2018,65894
Redondo Beach city,California,2018,121690
Broomfield city,Colorado,2018,95800
Rogers city,Arkansas,2018,62938
Fayetteville city,Arkansas,2018,41890
Springdale city,Arkansas,2018,50799
Rocklin city,California,2018,94352
Visalia city,California,2018,63737
Hayward city,California,2018,80134
Livermore city,California,2018,135350
Ames city,Iowa,2018,49830
Portland city,Maine,2018,62536
Topeka city,Kansas,2018,44338
Lexington-Fayette urban county,Kentucky,2018,54896
Louisville/Jefferson County metro government (balance),Kentucky,2018,52303
Shreveport city,Louisiana,2018,36338
Kenner city,Louisiana,2018,47317
New Orleans city,Louisiana,2018,38423
Boise City city,Idaho,2018,56681
Meridian city,Idaho,2018,77359
Albany city,Georgia,2018,35575
Chicago city,Illinois,2018,57238
Bolingbrook village,Illinois,2018,82721
Joliet city,Illinois,2018,75818
Columbus city,Georgia,2018,47288
Riverview CDP,Florida,2018,67744
Boynton Beach city,Florida,2018,53755
The Villages CDP,Florida,2018,55906
Westland city,Michigan,2018,48172
Ann Arbor city,Michigan,2018,67862
Grand Rapids city,Michigan,2018,51226
Boston city,Massachusetts,2018,71834
Somerville city,Massachusetts,2018,101073
Springfield city,Massachusetts,2018,32747
Framingham city,Massachusetts,2018,82698
Blaine city,Minnesota,2018,84907
Eagan city,Minnesota,2018,90198
Lakeville city,Minnesota,2018,110652
Warren city,Michigan,2018,51187
Southfield city,Michigan,2018,56044
Elk Grove city,California,2018,91820
Mountain View city,California,2018,150405
Lake Forest city,California,2018,106892
Santa Ana city,California,2018,65313
Whittier city,California,2018,81801
Stockton city,California,2018,54297
Longmont city,Colorado,2018,78322
Baldwin Park city,California,2018,64254
Inglewood city,California,2018,54393
Indio city,California,2018,45272
Murrieta city,California,2018,88717
Noblesville city,Indiana,2018,84388
Davenport city,Iowa,2018,47337
Lafayette city,Louisiana,2018,52246
Frederick city,Maryland,2018,75020
Bossier City city,Louisiana,2018,52078
Aurora city,Illinois,2018,69463
Naperville city,Illinois,2018,123936
Delray Beach city,Florida,2018,61179
Evanston city,Illinois,2018,82470
Skokie village,Illinois,2018,67487
Alpharetta city,Georgia,2018,110171
Roswell city,Georgia,2018,108616
North Port city,Florida,2018,70281
Weston city,Florida,2018,105591
Port Charlotte CDP,Florida,2018,49793
Lauderhill city,Florida,2018,38899
Miramar city,Florida,2018,68293
Jacksonville city,Florida,2018,54269
Woodbury city,Minnesota,2018,103547
St. Cloud city,Minnesota,2018,49080
Brooklyn Park city,Minnesota,2018,70214
Lawrence city,Massachusetts,2018,41356
Brockton city,Massachusetts,2018,63043
Vallejo city,California,2018,77543
Milpitas city,California,2018,132754
Madera city,California,2018,44854
Merced city,California,2018,45974
Tracy city,California,2018,98630
Florence-Graham CDP,California,2018,39038
Hawthorne city,California,2018,62478
Castro Valley CDP,California,2018,116325
Clovis city,California,2018,74432
Chico city,California,2018,51419
Scottsdale city,Arizona,2018,88071
Avondale city,Arizona,2018,63242
Tempe city,Arizona,2018,60330
Ankeny city,Iowa,2018,74701
Shawnee city,Kansas,2018,82874
Rockville city,Maryland,2018,114044
Ellicott City CDP,Maryland,2018,131394
Des Moines city,Iowa,2018,53336
Cedar Rapids city,Iowa,2018,59603
Lawrence city,Kansas,2018,50985
Palatine village,Illinois,2018,75243
Kendall CDP,Florida,2018,72546
Miami Beach city,Florida,2018,55058
Davie town,Florida,2018,75202
Urban Honolulu CDP,Hawaii,2018,71247
Farmington Hills city,Michigan,2018,85697
Kalamazoo city,Michigan,2018,42759
Sterling Heights city,Michigan,2018,60631
Bloomington city,Minnesota,2018,70177
Birmingham city,Alabama,2018,36395
Hoover city,Alabama,2018,87355
Redlands city,California,2018,71412
Camarillo city,California,2018,88991
Simi Valley city,California,2018,92260
Thousand Oaks city,California,2018,104929
Lake Elsinore city,California,2018,69159
Folsom city,California,2018,110469
Sacramento city,California,2018,65046
Torrance city,California,2018,96492
Modesto city,California,2018,59312
Turlock city,California,2018,61016
Rialto city,California,2018,62162
Carmichael CDP,California,2018,61334
Buckeye city,Arizona,2018,68655
Little Rock city,Arkansas,2018,47996
Fishers city,Indiana,2018,98168
Iowa City city,Iowa,2018,46053
Overland Park city,Kansas,2018,83717
Olathe city,Kansas,2018,86082
Danbury city,Connecticut,2018,66820
New Haven city,Connecticut,2018,41950
Stamford city,Connecticut,2018,86993
Coral Springs city,Florida,2018,75479
Palm Coast city,Florida,2018,59149
Palm Bay city,Florida,2018,45858
Brandon CDP,Florida,2018,61372
Poinciana CDP,Florida,2018,52584
Town 'n' Country CDP,Florida,2018,51778
Boca Raton city,Florida,2018,91438
Lakeland city,Florida,2018,46593
Pine Hills CDP,Florida,2018,38158
Jupiter town,Florida,2018,88384
Clearwater city,Florida,2018,45764
Schaumburg village,Illinois,2018,84146
Arlington Heights village,Illinois,2018,90697
Metairie CDP,Louisiana,2018,55960
Bloomington city,Indiana,2018,36454
Fort Lauderdale city,Florida,2018,59290
Fort Wayne city,Indiana,2018,48658
Palm Harbor CDP,Florida,2018,59672
Deerfield Beach city,Florida,2018,45172
Macon-Bibb County,Georgia,2018,40495
South Fulton city,Georgia,2018,68823
Springfield city,Illinois,2018,51142
Spring Hill CDP,Florida,2018,49112
Miami Gardens city,Florida,2018,46274
Centennial city,Colorado,2018,110443
Fort Collins city,Colorado,2018,65635
Loveland city,Colorado,2018,74876
Lansing city,Michigan,2018,40670
Rochester Hills city,Michigan,2018,97808
St. Paul city,Minnesota,2018,59033
Long Beach city,California,2018,61610
Pasadena city,California,2018,77549
Pomona city,California,2018,57018
Napa city,California,2018,84200
Escondido city,California,2018,61070
Menifee city,California,2018,74684
Costa Mesa city,California,2018,80502
Orange city,California,2018,87143
El Monte city,California,2018,47730
Tucson city,Arizona,2018,43676
Lakewood city,California,2018,94290
Hesperia city,California,2018,55869
Lancaster city,California,2018,57087
Lake Charles city,Louisiana,2018,43546
Waldorf CDP,Maryland,2018,86777
Wellington village,Florida,2018,98559
Champaign city,Illinois,2018,50648
Sandy Springs city,Georgia,2018,75064
Augusta-Richmond County consolidated government (balance),Georgia,2018,39497
Athens-Clarke County unified government (balance),Georgia,2018,42053
Johns Creek city,Georgia,2018,121848
Alafaya CDP,Florida,2018,71288
Port St. Lucie city,Florida,2018,60813
Livonia city,Michigan,2018,77892
El Cajon city,California,2018,52691
San Mateo city,California,2018,131150
Bakersfield city,California,2018,60002
